Dc(%) Dc(MBD) dPTime matrixTime localdensityTime relativedistanceTime ccidentificationTime clusterassignTime
30.6 0.60444 0.00101616 3.67118 0.0121072 0.0191471 0.000746108 5.4001e-05
30.7 0.604987 0.00101616 3.67118 0.0123003 0.0202663 0.000763745 5.4377e-05
30.8 0.605487 0.00101616 3.67118 0.0122186 0.0192318 0.000769876 5.448e-05
30.9 0.606033 0.00101616 3.67118 0.0122167 0.0192894 0.000752893 5.4143e-05
31 0.60654 0.00101616 3.67118 0.0123765 0.0204085 0.000761607 5.4563e-05
31.1 0.607033 0.00101616 3.67118 0.0123146 0.0194194 0.000754881 5.4654e-05
31.2 0.607587 0.00101616 3.67118 0.0123859 0.0192873 0.000766307 5.4223e-05
31.3 0.60816 0.00101616 3.67118 0.0124848 0.01986 0.000759077 5.4674e-05
31.4 0.608687 0.00101616 3.67118 0.0122691 0.0196835 0.000747127 5.4166e-05
31.5 0.60924 0.00101616 3.67118 0.012331 0.0194474 0.000764013 5.5296e-05
31.6 0.609793 0.00101616 3.67118 0.012467 0.0197249 0.000756174 5.4513e-05
31.7 0.610267 0.00101616 3.67118 0.0123864 0.0196169 0.00076206 5.5093e-05
31.8 0.61078 0.00101616 3.67118 0.012348 0.0197055 0.000812125 5.7225e-05
31.9 0.611307 0.00101616 3.67118 0.0125053 0.0196657 0.000748808 5.3954e-05
32 0.61178 0.00101616 3.67118 0.0124121 0.0197358 0.00076207 5.4355e-05
32.1 0.612293 0.00101616 3.67118 0.0124867 0.0205944 0.000760678 5.4457e-05
32.2 0.612793 0.00101616 3.67118 0.0126505 0.0193412 0.000758034 5.4544e-05
32.3 0.613327 0.00101616 3.67118 0.0125896 0.0195947 0.000820431 5.4473e-05
32.4 0.613813 0.00101616 3.67118 0.0124808 0.0208448 0.00079575 5.3783e-05
32.5 0.614307 0.00101616 3.67118 0.012604 0.0192608 0.000759279 5.4717e-05
32.6 0.614847 0.00101616 3.67118 0.0125958 0.019171 0.00075956 5.4591e-05
32.7 0.61534 0.00101616 3.67118 0.0126561 0.021164 0.000758701 5.4512e-05
32.8 0.615893 0.00101616 3.67118 0.0126289 0.0192677 0.000746955 5.4368e-05
32.9 0.61642 0.00101616 3.67118 0.0126342 0.0194201 0.000758853 5.4453e-05
33 0.616947 0.00101616 3.67118 0.0127879 0.0202872 0.000752784 5.5426e-05
33.1 0.617493 0.00101616 3.67118 0.0127618 0.0192895 0.000803039 5.4053e-05
33.2 0.618013 0.00101616 3.67118 0.0127528 0.0194621 0.000762617 5.448e-05
33.3 0.618487 0.00101616 3.67118 0.012924 0.0198836 0.000742381 5.3808e-05
33.4 0.619013 0.00101616 3.67118 0.0127429 0.0194096 0.000743458 5.3776e-05
33.5 0.619593 0.00101616 3.67118 0.0127456 0.0192785 0.000750643 5.4244e-05
33.6 0.620147 0.00101616 3.67118 0.0130051 0.019766 0.000772879 5.4369e-05
33.7 0.620653 0.00101616 3.67118 0.0128104 0.0194122 0.000759569 5.4466e-05
33.8 0.621173 0.00101616 3.67118 0.012903 0.0193381 0.000806755 5.624e-05
33.9 0.62174 0.00101616 3.67118 0.0131014 0.0196363 0.000753974 5.8717e-05
34 0.622247 0.00101616 3.67118 0.0128317 0.0191947 0.000748728 5.4275e-05
34.1 0.622767 0.00101616 3.67118 0.0129095 0.0204421 0.000754097 5.6191e-05
34.2 0.623313 0.00101616 3.67118 0.0129561 0.0193139 0.000745704 5.4439e-05
34.3 0.623847 0.00101616 3.67118 0.0129249 0.01932 0.000754575 5.467e-05
34.4 0.62436 0.00101616 3.67118 0.0129429 0.0207796 0.00077932 5.4659e-05
34.5 0.62486 0.00101616 3.67118 0.0130129 0.0193418 0.000790522 5.4823e-05
34.6 0.625333 0.00101616 3.67118 0.0130403 0.0190566 0.000767674 5.3868e-05
34.7 0.62582 0.00101616 3.67118 0.0129765 0.0209193 0.000817 5.437e-05
34.8 0.62634 0.00101616 3.67118 0.0131137 0.0192411 0.000752788 5.4772e-05
34.9 0.626887 0.00101616 3.67118 0.0130784 0.0191657 0.000755762 5.4592e-05
35 0.62738 0.00101616 3.67118 0.0133252 0.0196609 0.000744339 5.3702e-05
35.1 0.62794 0.00101616 3.67118 0.0130969 0.0191433 0.000758343 5.5245e-05
35.2 0.62844 0.00101616 3.67118 0.0132017 0.0193934 0.000826083 5.4349e-05
35.3 0.62894 0.00101616 3.67118 0.01328 0.0195667 0.000813571 5.3813e-05
35.4 0.629433 0.00101616 3.67118 0.0131558 0.0193028 0.000768204 5.4147e-05
35.5 0.62996 0.00101616 3.67118 0.0131638 0.0189087 0.00077581 5.6342e-05
35.6 0.630513 0.00101616 3.67118 0.0133613 0.0195106 0.000758889 5.4888e-05
35.7 0.63104 0.00101616 3.67118 0.0131699 0.0189617 0.000766162 5.4289e-05
35.8 0.63154 0.00101616 3.67118 0.0132377 0.0200892 0.000751594 5.3922e-05
35.9 0.632067 0.00101616 3.67118 0.0133358 0.0192292 0.000776744 5.3788e-05
36 0.632553 0.00101616 3.67118 0.0132707 0.019152 0.000791028 5.4399e-05
36.1 0.63306 0.00101616 3.67118 0.013307 0.0204414 0.000807454 5.4565e-05
36.2 0.633587 0.00101616 3.67118 0.0133761 0.0193892 0.000797992 5.509e-05
36.3 0.634093 0.00101616 3.67118 0.0132731 0.0191738 0.000765773 5.3896e-05
36.4 0.63468 0.00101616 3.67118 0.0134066 0.0206149 0.000787279 5.4411e-05
36.5 0.635213 0.00101616 3.67118 0.0134046 0.0191286 0.000758254 5.4258e-05
36.6 0.635733 0.00101616 3.67118 0.0133615 0.0190087 0.000761357 5.4866e-05
36.7 0.636267 0.00101616 3.67118 0.0135263 0.0199935 0.000759651 5.3832e-05
36.8 0.636773 0.00101616 3.67118 0.0133269 0.0191023 0.000764443 5.4315e-05
36.9 0.637333 0.00101616 3.67118 0.0133471 0.0190544 0.000762268 5.4265e-05
37 0.637887 0.00101616 3.67118 0.0137176 0.0192356 0.000794952 5.413e-05
37.1 0.638407 0.00101616 3.67118 0.0135087 0.0196717 0.000791787 5.3921e-05
37.2 0.638927 0.00101616 3.67118 0.0134539 0.0193676 0.000810018 5.6266e-05
37.3 0.63944 0.00101616 3.67118 0.0136575 0.0192061 0.000758034 5.445e-05
37.4 0.639987 0.00101616 3.67118 0.0135358 0.0189687 0.000789076 5.4625e-05
37.5 0.64052 0.00101616 3.67118 0.0135893 0.0203401 0.000866107 5.3908e-05
37.6 0.641013 0.00101616 3.67118 0.0136788 0.0189494 0.000806001 6.6376e-05
37.7 0.641573 0.00101616 3.67118 0.0135698 0.0191991 0.000755815 5.5004e-05
37.8 0.642127 0.00101616 3.67118 0.0136737 0.0206342 0.000789695 5.4803e-05
37.9 0.64262 0.00101616 3.67118 0.0136443 0.0191022 0.000834797 5.4327e-05
38 0.64314 0.00101616 3.67118 0.0135801 0.0191933 0.000783972 5.43e-05
38.1 0.643647 0.00101616 3.67118 0.0137749 0.0195702 0.000766096 5.5257e-05
38.2 0.64418 0.00101616 3.67118 0.0136638 0.0192283 0.000751777 5.4824e-05
38.3 0.64468 0.00101616 3.67118 0.0136696 0.0191358 0.000743585 5.3902e-05
38.4 0.645233 0.00101616 3.67118 0.0138394 0.019342 0.00076203 5.4201e-05
38.5 0.645753 0.00101616 3.67118 0.0136292 0.0190447 0.00075279 5.4351e-05
38.6 0.64628 0.00101616 3.67118 0.0136883 0.0189815 0.000790728 5.6438e-05
38.7 0.64678 0.00101616 3.67118 0.0138342 0.0194484 0.000813903 5.4563e-05
38.8 0.647287 0.00101616 3.67118 0.0136803 0.0190532 0.000786505 5.4629e-05
38.9 0.647847 0.00101616 3.67118 0.0137221 0.0201549 0.000761417 5.4171e-05
39 0.648453 0.00101616 3.67118 0.0137639 0.0189525 0.000779904 5.4268e-05
39.1 0.648947 0.00101616 3.67118 0.0137352 0.0189753 0.00077342 5.4403e-05
39.2 0.649427 0.00101616 3.67118 0.0138509 0.0209458 0.000780283 5.4571e-05
39.3 0.649953 0.00101616 3.67118 0.013756 0.0189429 0.000831247 5.447e-05
39.4 0.65044 0.00101616 3.67118 0.0137338 0.0189475 0.000779059 5.3783e-05
39.5 0.650933 0.00101616 3.67118 0.0139203 0.0204309 0.000798339 5.3685e-05
39.6 0.651433 0.00101616 3.67118 0.0138222 0.0191537 0.000809609 5.383e-05
39.7 0.651953 0.00101616 3.67118 0.0137656 0.0192171 0.000769531 5.3959e-05
39.8 0.652467 0.00101616 3.67118 0.0140624 0.0195152 0.000772123 5.462e-05
39.9 0.653013 0.00101616 3.67118 0.0138323 0.0192329 0.000782565 5.3824e-05
40 0.653513 0.00101616 3.67118 0.0139114 0.0197961 0.000814576 5.4114e-05
40.1 0.654013 0.00101616 3.67118 0.0139528 0.019505 0.000843766 5.4203e-05
40.2 0.654513 0.00101616 3.67118 0.0140178 0.0192577 0.000819557 5.43e-05
40.3 0.655027 0.00101616 3.67118 0.0139964 0.0209348 0.000774519 5.3457e-05
40.4 0.655593 0.00101616 3.67118 0.013997 0.0192189 0.000801751 5.4538e-05
40.5 0.656093 0.00101616 3.67118 0.0139335 0.0195531 0.000760967 5.4365e-05
40.6 0.656647 0.00101616 3.67118 0.0139962 0.0199836 0.000749686 5.5092e-05
40.7 0.6572 0.00101616 3.67118 0.0139807 0.0194813 0.000767013 5.4127e-05
40.8 0.6577 0.00101616 3.67118 0.0139894 0.0192916 0.000756906 5.4447e-05
40.9 0.658187 0.00101616 3.67118 0.0140945 0.0196229 0.000752457 5.4397e-05
41 0.65866 0.00101616 3.67118 0.0139393 0.0192306 0.000774472 5.4609e-05
41.1 0.659207 0.00101616 3.67118 0.0140799 0.0200453 0.000780635 5.4111e-05
41.2 0.65968 0.00101616 3.67118 0.0141213 0.0198284 0.000765847 5.3566e-05
41.3 0.660213 0.00101616 3.67118 0.0139791 0.0194657 0.000753069 5.3921e-05
41.4 0.660733 0.00101616 3.67118 0.0140155 0.0210973 0.000826575 5.4854e-05
41.5 0.661253 0.00101616 3.67118 0.0140625 0.0197079 0.000792569 5.4237e-05
41.6 0.661727 0.00101616 3.67118 0.0139791 0.0197346 0.000771436 5.3864e-05
41.7 0.66222 0.00101616 3.67118 0.0141712 0.0203538 0.000749275 5.4514e-05
41.8 0.66274 0.00101616 3.67118 0.0140594 0.0195688 0.000779317 5.4334e-05
41.9 0.663233 0.00101616 3.67118 0.0139996 0.0193127 0.000785426 5.4221e-05
42 0.663727 0.00101616 3.67118 0.0141709 0.0199995 0.000785299 5.4233e-05
42.1 0.66422 0.00101616 3.67118 0.0140968 0.0196371 0.000800709 5.4358e-05
42.2 0.664707 0.00101616 3.67118 0.0141065 0.0208476 0.000810712 8.521e-05
42.3 0.66518 0.00101616 3.67118 0.0142336 0.019796 0.000798817 5.3963e-05
42.4 0.6657 0.00101616 3.67118 0.0140796 0.019529 0.000773436 5.4544e-05
42.5 0.66618 0.00101616 3.67118 0.0141133 0.0216477 0.000767409 5.4028e-05
42.6 0.666687 0.00101616 3.67118 0.0141065 0.0200909 0.000748322 5.4612e-05
42.7 0.667187 0.00101616 3.67118 0.0141274 0.0198116 0.000819441 5.4176e-05
42.8 0.66768 0.00101616 3.67118 0.014378 0.020132 0.000747354 5.3713e-05
42.9 0.66818 0.00101616 3.67118 0.0142029 0.0196915 0.000749514 5.4944e-05
43 0.66864 0.00101616 3.67118 0.0141503 0.0200502 0.000780229 5.57e-05
43.1 0.669113 0.00101616 3.67118 0.0142882 0.0201051 0.000841357 5.5721e-05
43.2 0.669613 0.00101616 3.67118 0.01419 0.019789 0.000773537 5.3282e-05
43.3 0.670133 0.00101616 3.67118 0.014225 0.0212567 0.000777414 5.4578e-05
43.4 0.67064 0.00101616 3.67118 0.0142197 0.0198878 0.000783102 5.3553e-05
43.5 0.67112 0.00101616 3.67118 0.014289 0.0199053 0.000753082 5.4355e-05
43.6 0.6716 0.00101616 3.67118 0.0143183 0.0201698 0.000749467 5.3286e-05
43.7 0.672093 0.00101616 3.67118 0.0141888 0.0197844 0.000786279 5.502e-05
43.8 0.672567 0.00101616 3.67118 0.0142174 0.0198089 0.000774534 5.4624e-05
43.9 0.673047 0.00101616 3.67118 0.0144427 0.0199787 0.000767622 5.415e-05
44 0.67354 0.00101616 3.67118 0.0141785 0.0197177 0.000759161 5.4494e-05
44.1 0.674053 0.00101616 3.67118 0.0142069 0.0208643 0.00083707 5.4108e-05
44.2 0.674553 0.00101616 3.67118 0.0142637 0.0198543 0.000776784 5.4641e-05
44.3 0.675087 0.00101616 3.67118 0.0142979 0.0197954 0.000772674 5.3503e-05
44.4 0.6756 0.00101616 3.67118 0.0142758 0.021224 0.000804727 5.4683e-05
44.5 0.67606 0.00101616 3.67118 0.0142741 0.0195268 0.000758838 5.4011e-05
44.6 0.67656 0.00101616 3.67118 0.0142528 0.0198613 0.000759665 5.4159e-05
44.7 0.677013 0.00101616 3.67118 0.0144837 0.0201448 0.000768608 5.3716e-05
44.8 0.677473 0.00101616 3.67118 0.0142776 0.0197677 0.000752582 0.000113307
44.9 0.67794 0.00101616 3.67118 0.0143221 0.0205329 0.00077198 5.5477e-05
45 0.67848 0.00101616 3.67118 0.0145058 0.0202317 0.000816603 5.4428e-05
45.1 0.67902 0.00101616 3.67118 0.0143601 0.0198377 0.000817242 5.3739e-05
45.2 0.679507 0.00101616 3.67118 0.0143573 0.02177 0.000770041 5.4337e-05
45.3 0.679993 0.00101616 3.67118 0.0143937 0.0199983 0.000787221 5.381e-05
45.4 0.680493 0.00101616 3.67118 0.0144271 0.0195839 0.000773949 5.3472e-05
45.5 0.68098 0.00101616 3.67118 0.0145042 0.0202692 0.000766719 5.4243e-05
45.6 0.681493 0.00101616 3.67118 0.0143082 0.0196967 0.00076483 5.4115e-05
45.7 0.682007 0.00101616 3.67118 0.0143815 0.0202467 0.000771073 5.5314e-05
45.8 0.682487 0.00101616 3.67118 0.014395 0.0200414 0.000761933 6.8611e-05
45.9 0.68298 0.00101616 3.67118 0.0142832 0.0197537 0.000770476 5.3815e-05
46 0.6835 0.00101616 3.67118 0.0143177 0.0213848 0.000749585 5.4205e-05
46.1 0.68402 0.00101616 3.67118 0.0143578 0.0198429 0.000755767 5.3976e-05
46.2 0.684507 0.00101616 3.67118 0.0143256 0.0197163 0.00075808 5.4475e-05
46.3 0.685 0.00101616 3.67118 0.0143995 0.020143 0.00076437 5.4102e-05
46.4 0.685447 0.00101616 3.67118 0.0143297 0.0196405 0.000758428 5.3548e-05
46.5 0.685933 0.00101616 3.67118 0.0142612 0.0196336 0.000761714 5.4651e-05
46.6 0.6864 0.00101616 3.67118 0.0145209 0.0201055 0.000766098 5.4536e-05
46.7 0.68688 0.00101616 3.67118 0.0143334 0.0195694 0.000835481 5.4916e-05
46.8 0.687353 0.00101616 3.67118 0.0143641 0.0210608 0.000740235 5.4675e-05
46.9 0.687853 0.00101616 3.67118 0.0143765 0.0195873 0.000756099 5.4701e-05
47 0.688287 0.00101616 3.67118 0.0143664 0.0197915 0.000795473 5.3978e-05
47.1 0.68878 0.00101616 3.67118 0.0143661 0.0206971 0.000794022 5.4219e-05
47.2 0.689267 0.00101616 3.67118 0.0143812 0.0197968 0.000755916 5.4565e-05
47.3 0.689733 0.00101616 3.67118 0.0143427 0.019662 0.000781125 5.4453e-05
47.4 0.690253 0.00101616 3.67118 0.0146012 0.0200879 0.000749851 5.3989e-05
47.5 0.690767 0.00101616 3.67118 0.0143299 0.0195093 0.000752187 5.3344e-05
47.6 0.691253 0.00101616 3.67118 0.0143104 0.0206958 0.000815653 5.3549e-05
47.7 0.691753 0.00101616 3.67118 0.0144755 0.0200484 0.000777989 5.3802e-05
47.8 0.69226 0.00101616 3.67118 0.0143221 0.0195372 0.000761609 5.3636e-05
47.9 0.692713 0.00101616 3.67118 0.0143464 0.0231677 0.000800336 5.4926e-05
48 0.6932 0.00101616 3.67118 0.0145839 0.0199828 0.000819243 6.8491e-05
48.1 0.69368 0.00101616 3.67118 0.0143677 0.0198057 0.000797822 5.4932e-05
48.2 0.694187 0.00101616 3.67118 0.0146783 0.0202623 0.000815723 5.4608e-05
48.3 0.694667 0.00101616 3.67118 0.0144826 0.0200153 0.000841303 5.5481e-05
48.4 0.695173 0.00101616 3.67118 0.0143835 0.0227653 0.00081277 5.424e-05
48.5 0.69566 0.00101616 3.67118 0.0147394 0.0217039 0.000781479 6.657e-05
48.6 0.69614 0.00101616 3.67118 0.0146581 0.0217157 0.000799429 5.4224e-05
48.7 0.696593 0.00101616 3.67118 0.0147472 0.0234048 0.000782745 5.5534e-05
48.8 0.69704 0.00101616 3.67118 0.0147092 0.0220673 0.000793216 5.4512e-05
48.9 0.69748 0.00101616 3.67118 0.0148034 0.0231836 0.000820069 5.4462e-05
49 0.697967 0.00101616 3.67118 0.0147842 0.0217252 0.000773336 5.3651e-05
49.1 0.698453 0.00101616 3.67118 0.0147334 0.0221012 0.000816146 5.4855e-05
49.2 0.698987 0.00101616 3.67118 0.014793 0.0226372 0.000787228 5.6131e-05
49.3 0.699467 0.00101616 3.67118 0.0147188 0.0214601 0.000800494 5.564e-05
49.4 0.699933 0.00101616 3.67118 0.0148194 0.0228462 0.000805566 5.5858e-05
49.5 0.700427 0.00101616 3.67118 0.0149365 0.0221012 0.00078287 5.5371e-05
49.6 0.700887 0.00101616 3.67118 0.0148262 0.021608 0.000780184 5.4993e-05
49.7 0.70138 0.00101616 3.67118 0.0149121 0.0230804 0.000811854 5.5597e-05
49.8 0.7019 0.00101616 3.67118 0.0149272 0.0217246 0.000804475 5.6077e-05
49.9 0.70238 0.00101616 3.67118 0.0149452 0.0230242 0.000817975 5.6274e-05
50 0.702853 0.00101616 3.67118 0.0149558 0.0225077 0.000837408 5.6196e-05
50.1 0.70334 0.00101616 3.67118 0.0149842 0.0227794 0.000816648 5.6467e-05
50.2 0.703787 0.00101616 3.67118 0.0150599 0.0248801 0.000778747 5.6229e-05
50.3 0.70426 0.00101616 3.67118 0.0152092 0.0241638 0.000840697 5.671e-05
50.4 0.704747 0.00101616 3.67118 0.0153001 0.0233333 0.0007829 5.554e-05
50.5 0.705213 0.00101616 3.67118 0.0153439 0.0223188 0.000821682 5.6478e-05
50.6 0.70566 0.00101616 3.67118 0.0148119 0.0198862 0.000739179 5.4413e-05
50.7 0.706093 0.00101616 3.67118 0.0146436 0.0215066 0.000805635 5.556e-05
50.8 0.706547 0.00101616 3.67118 0.0144974 0.019791 0.000792 5.4821e-05
50.9 0.707013 0.00101616 3.67118 0.014477 0.0205769 0.000771236 5.4692e-05
51 0.70748 0.00101616 3.67118 0.0144838 0.0195513 0.000805516 5.4356e-05
51.1 0.7079 0.00101616 3.67118 0.0143931 0.0195913 0.000796816 5.4015e-05
51.2 0.708367 0.00101616 3.67118 0.0148735 0.0233575 0.000773375 5.6145e-05
51.3 0.70884 0.00101616 3.67118 0.0148725 0.0215469 0.000814216 5.6209e-05
51.4 0.709313 0.00101616 3.67118 0.0148021 0.0216949 0.000776209 5.6618e-05
51.5 0.709793 0.00101616 3.67118 0.0152439 0.021862 0.000861396 5.6159e-05
51.6 0.710253 0.00101616 3.67118 0.0148091 0.0218195 0.000792501 5.6203e-05
51.7 0.710727 0.00101616 3.67118 0.0148606 0.0219619 0.000806464 5.4491e-05
51.8 0.711187 0.00101616 3.67118 0.014605 0.0211346 0.000787452 5.6204e-05
51.9 0.711673 0.00101616 3.67118 0.0146312 0.020861 0.000802332 5.5823e-05
52 0.712153 0.00101616 3.67118 0.0149654 0.020038 0.000774202 5.4422e-05
52.1 0.71262 0.00101616 3.67118 0.0143319 0.0211724 0.000778696 5.5551e-05
52.2 0.7131 0.00101616 3.67118 0.0149527 0.0228214 0.000778469 5.6837e-05
52.3 0.713607 0.00101616 3.67118 0.0148981 0.0217892 0.000807727 5.517e-05
52.4 0.71408 0.00101616 3.67118 0.0147974 0.0207591 0.000792436 5.419e-05
52.5 0.714513 0.00101616 3.67118 0.0148366 0.0222805 0.000795036 5.614e-05
52.6 0.71496 0.00101616 3.67118 0.014802 0.0217944 0.000789092 5.6423e-05
52.7 0.71538 0.00101616 3.67118 0.0145414 0.0211319 0.000827915 5.627e-05
52.8 0.715853 0.00101616 3.67118 0.0146224 0.0210977 0.000836985 5.4633e-05
52.9 0.71632 0.00101616 3.67118 0.0144895 0.0195363 0.000807996 5.4528e-05
53 0.716787 0.00101616 3.67118 0.014423 0.0215423 0.000808153 5.5089e-05
53.1 0.717287 0.00101616 3.67118 0.0145474 0.0199366 0.000787305 5.7601e-05
53.2 0.717767 0.00101616 3.67118 0.0144505 0.0198208 0.000775696 5.4645e-05
53.3 0.718193 0.00101616 3.67118 0.014592 0.02024 0.00076015 5.4096e-05
53.4 0.718633 0.00101616 3.67118 0.0144781 0.0205355 0.000787777 5.6114e-05
53.5 0.71908 0.00101616 3.67118 0.0144688 0.0201687 0.000751558 5.4673e-05
53.6 0.719527 0.00101616 3.67118 0.01442 0.0199719 0.000787356 5.3922e-05
53.7 0.719967 0.00101616 3.67118 0.0144291 0.0197869 0.000755056 5.4483e-05
53.8 0.72038 0.00101616 3.67118 0.0143877 0.0215523 0.000782709 5.4535e-05
53.9 0.72084 0.00101616 3.67118 0.014416 0.0198078 0.00075229 5.394e-05
54 0.721307 0.00101616 3.67118 0.0143012 0.0198189 0.00077594 5.3865e-05
54.1 0.721713 0.00101616 3.67118 0.0145281 0.0201107 0.000748058 5.5421e-05
54.2 0.722167 0.00101616 3.67118 0.0144262 0.0196555 0.000760533 5.4504e-05
54.3 0.72264 0.00101616 3.67118 0.0143953 0.0207923 0.000779433 5.6033e-05
54.4 0.72306 0.00101616 3.67118 0.0144294 0.0202126 0.000791551 5.4118e-05
54.5 0.72352 0.00101616 3.67118 0.0143098 0.0195448 0.000803448 6.881e-05
54.6 0.723953 0.00101616 3.67118 0.0143538 0.0216769 0.000775901 5.4768e-05
54.7 0.7244 0.00101616 3.67118 0.0143943 0.0197894 0.000790264 5.4375e-05
54.8 0.724833 0.00101616 3.67118 0.0144113 0.0196196 0.000808699 5.4126e-05
54.9 0.72526 0.00101616 3.67118 0.014418 0.02026 0.000809934 5.4561e-05
55 0.725753 0.00101616 3.67118 0.0142695 0.0197403 0.000783984 5.4658e-05
55.1 0.726213 0.00101616 3.67118 0.0142817 0.0194319 0.000790271 5.4241e-05
55.2 0.72668 0.00101616 3.67118 0.0144917 0.0200883 0.00078664 5.4236e-05
55.3 0.727113 0.00101616 3.67118 0.0143376 0.0194761 0.000775057 5.4608e-05
55.4 0.72756 0.00101616 3.67118 0.0142861 0.0214906 0.000790277 5.4888e-05
55.5 0.727987 0.00101616 3.67118 0.0144441 0.0196139 0.000781938 5.3988e-05
55.6 0.728447 0.00101616 3.67118 0.0143045 0.0195573 0.0007782 5.3806e-05
55.7 0.7289 0.00101616 3.67118 0.0144178 0.0211465 0.000813707 5.4185e-05
55.8 0.729353 0.00101616 3.67118 0.0143988 0.0196398 0.000777274 5.4375e-05
55.9 0.729753 0.00101616 3.67118 0.0142979 0.019593 0.000788858 5.4271e-05
56 0.730167 0.00101616 3.67118 0.0146142 0.020283 0.000820213 6.695e-05
56.1 0.730587 0.00101616 3.67118 0.0143735 0.0198935 0.000779246 5.4596e-05
56.2 0.731013 0.00101616 3.67118 0.0144264 0.0208272 0.000780653 5.3744e-05
56.3 0.7314 0.00101616 3.67118 0.0143952 0.0198296 0.000814127 5.429e-05
56.4 0.731827 0.00101616 3.67118 0.0144442 0.0198724 0.000781109 5.4119e-05
56.5 0.732273 0.00101616 3.67118 0.0144222 0.0213558 0.000802191 5.3882e-05
56.6 0.73274 0.00101616 3.67118 0.0143772 0.0195536 0.00081986 5.4297e-05
56.7 0.733173 0.00101616 3.67118 0.014409 0.0195953 0.000784529 5.3845e-05
56.8 0.7336 0.00101616 3.67118 0.0144916 0.0199964 0.000786694 5.3752e-05
56.9 0.734013 0.00101616 3.67118 0.0143295 0.0195345 0.000767824 5.4505e-05
57 0.734447 0.00101616 3.67118 0.0143324 0.0200369 0.000861219 5.449e-05
57.1 0.734907 0.00101616 3.67118 0.0145244 0.0199563 0.000783075 5.4049e-05
57.2 0.73528 0.00101616 3.67118 0.0143284 0.0195601 0.000779471 5.3827e-05
57.3 0.735767 0.00101616 3.67118 0.0142766 0.0211394 0.000781547 5.4261e-05
57.4 0.736187 0.00101616 3.67118 0.0143023 0.0196297 0.000808917 5.4308e-05
57.5 0.736607 0.00101616 3.67118 0.0143454 0.0196199 0.000782089 5.4818e-05
57.6 0.73706 0.00101616 3.67118 0.0144663 0.0201117 0.000779941 5.4825e-05
57.7 0.737487 0.00101616 3.67118 0.0143045 0.0193778 0.000811268 5.4726e-05
57.8 0.73792 0.00101616 3.67118 0.014395 0.0193764 0.000793517 5.4432e-05
57.9 0.738353 0.00101616 3.67118 0.0145688 0.019836 0.000784706 5.443e-05
58 0.738787 0.00101616 3.67118 0.0142487 0.0193549 0.000778778 5.4543e-05
58.1 0.739193 0.00101616 3.67118 0.014291 0.0212277 0.000808253 5.4146e-05
58.2 0.739633 0.00101616 3.67118 0.0143635 0.0194197 0.00078324 5.4941e-05
58.3 0.74006 0.00101616 3.67118 0.0146168 0.0216895 0.000818691 5.6426e-05
58.4 0.74046 0.00101616 3.67118 0.0147678 0.0225058 0.000825364 5.6385e-05
58.5 0.740873 0.00101616 3.67118 0.0148735 0.0215487 0.00080528 5.5913e-05
58.6 0.7413 0.00101616 3.67118 0.0148011 0.0218008 0.000826011 5.5971e-05
58.7 0.74172 0.00101616 3.67118 0.0148833 0.0216048 0.000819836 5.5609e-05
58.8 0.742173 0.00101616 3.67118 0.0147277 0.021398 0.000809958 5.6902e-05
58.9 0.742613 0.00101616 3.67118 0.0147846 0.0229152 0.000809074 5.5575e-05
59 0.74308 0.00101616 3.67118 0.0147671 0.0215259 0.000807287 5.6157e-05
59.1 0.743553 0.00101616 3.67118 0.0148168 0.021355 0.000864448 5.5748e-05
59.2 0.743993 0.00101616 3.67118 0.0147698 0.0199035 0.000780468 5.425e-05
59.3 0.74444 0.00101616 3.67118 0.0143079 0.0206293 0.0008236 5.5276e-05
59.4 0.74484 0.00101616 3.67118 0.0147926 0.0227184 0.000836171 5.5772e-05
59.5 0.74526 0.00101616 3.67118 0.0148352 0.0212905 0.00079755 5.6199e-05
59.6 0.745687 0.00101616 3.67118 0.0147109 0.0213116 0.000804437 5.659e-05
59.7 0.746093 0.00101616 3.67118 0.0150408 0.0215437 0.000805919 5.6258e-05
59.8 0.746533 0.00101616 3.67118 0.0146171 0.0210325 0.000859742 5.6122e-05
59.9 0.74698 0.00101616 3.67118 0.0146217 0.022423 0.00095557 5.6418e-05
60 0.7474 0.00101616 3.67118 0.0147602 0.0221493 0.000899934 6.8609e-05
60.1 0.747873 0.00101616 3.67118 0.0149145 0.0219069 0.000904715 6.9041e-05
60.2 0.7483 0.00101616 3.67118 0.0146449 0.0213653 0.000809878 5.4756e-05
60.3 0.748713 0.00101616 3.67118 0.0144289 0.0211486 0.000772398 5.4344e-05
60.4 0.74916 0.00101616 3.67118 0.0145783 0.0205992 0.000783596 5.4567e-05
60.5 0.749627 0.00101616 3.67118 0.0145734 0.0211776 0.000765951 5.3924e-05
60.6 0.750033 0.00101616 3.67118 0.0145263 0.0206692 0.000780949 5.405e-05
60.7 0.750473 0.00101616 3.67118 0.0142347 0.0217718 0.000784622 5.4415e-05
60.8 0.75094 0.00101616 3.67118 0.0143021 0.0210389 0.000791183 5.4433e-05
60.9 0.751387 0.00101616 3.67118 0.0145392 0.0214074 0.000785073 5.5119e-05
61 0.751827 0.00101616 3.67118 0.0145791 0.0214945 0.000796522 5.4102e-05
61.1 0.752273 0.00101616 3.67118 0.0144422 0.0204244 0.000798466 5.4251e-05
