Dc(%) Dc(MBD) dPTime matrixTime localdensityTime relativedistanceTime ccidentificationTime clusterassignTime
61.2 0.752653 0.00101616 3.67118 0.0143045 0.0218026 0.000751384 8.7467e-05
61.3 0.753113 0.00101616 3.67118 0.0144984 0.0211177 0.000778232 5.4442e-05
61.4 0.753567 0.00101616 3.67118 0.0144347 0.0206786 0.000814649 5.4571e-05
61.5 0.753987 0.00101616 3.67118 0.0144353 0.0201195 0.000786052 5.5054e-05
61.6 0.75446 0.00101616 3.67118 0.0140896 0.0192837 0.000789651 5.459e-05
61.7 0.75488 0.00101616 3.67118 0.014136 0.0193785 0.000830731 5.5038e-05
61.8 0.755333 0.00101616 3.67118 0.0146251 0.0210286 0.000839479 5.6799e-05
61.9 0.75578 0.00101616 3.67118 0.0145883 0.0215851 0.000841089 8.8624e-05
62 0.75622 0.00101616 3.67118 0.0145599 0.0225736 0.00089063 5.5405e-05
62.1 0.75666 0.00101616 3.67118 0.0147237 0.0221569 0.00088429 6.7608e-05
62.2 0.75714 0.00101616 3.67118 0.0145224 0.021119 0.000779946 5.4643e-05
62.3 0.757527 0.00101616 3.67118 0.0143714 0.0197077 0.000819555 5.4925e-05
62.4 0.757947 0.00101616 3.67118 0.0141025 0.0194811 0.000819234 5.5045e-05
62.5 0.758407 0.00101616 3.67118 0.0141059 0.0191398 0.000830483 5.464e-05
62.6 0.758907 0.00101616 3.67118 0.0142587 0.0195325 0.000779919 5.4739e-05
62.7 0.759407 0.00101616 3.67118 0.0141855 0.0192623 0.000778755 5.4646e-05
62.8 0.759847 0.00101616 3.67118 0.0141116 0.0204948 0.00079117 5.5051e-05
62.9 0.760313 0.00101616 3.67118 0.0141154 0.0192872 0.000768736 5.441e-05
63 0.76076 0.00101616 3.67118 0.0144021 0.0210664 0.000772815 5.5249e-05
63.1 0.761187 0.00101616 3.67118 0.014125 0.0233648 0.000795854 5.6787e-05
63.2 0.7616 0.00101616 3.67118 0.0150964 0.0255651 0.000816602 5.6783e-05
63.3 0.762093 0.00101616 3.67118 0.0146979 0.022846 0.000993328 5.6862e-05
63.4 0.7625 0.00101616 3.67118 0.0152647 0.0284891 0.000911892 6.1982e-05
63.5 0.762953 0.00101616 3.67118 0.0152866 0.0303547 0.000840578 5.9488e-05
63.6 0.763393 0.00101616 3.67118 0.0152135 0.0240384 0.000775057 5.6638e-05
63.7 0.763853 0.00101616 3.67118 0.0149261 0.0223822 0.000786555 5.5836e-05
63.8 0.76434 0.00101616 3.67118 0.0147959 0.0251909 0.00079012 5.6094e-05
63.9 0.764807 0.00101616 3.67118 0.0145998 0.0255425 0.000766728 5.5898e-05
64 0.76524 0.00101616 3.67118 0.0147197 0.0251894 0.000814118 5.6956e-05
64.1 0.7657 0.00101616 3.67118 0.0146232 0.0222436 0.000813147 5.5483e-05
64.2 0.766207 0.00101616 3.67118 0.0146749 0.0228586 0.000794424 5.6068e-05
64.3 0.766627 0.00101616 3.67118 0.0148777 0.021179 0.000785152 5.4438e-05
64.4 0.767053 0.00101616 3.67118 0.0140704 0.0195682 0.000820508 5.441e-05
64.5 0.76756 0.00101616 3.67118 0.014048 0.0197947 0.000795802 5.5643e-05
64.6 0.76802 0.00101616 3.67118 0.0141417 0.0197845 0.000766054 5.514e-05
64.7 0.76842 0.00101616 3.67118 0.01405 0.0201592 0.000775902 5.4788e-05
64.8 0.768833 0.00101616 3.67118 0.0142009 0.0224931 0.000776687 5.4835e-05
64.9 0.76932 0.00101616 3.67118 0.014141 0.0205522 0.000755779 5.5236e-05
65 0.76982 0.00101616 3.67118 0.0141864 0.0210574 0.000790693 5.4123e-05
65.1 0.77028 0.00101616 3.67118 0.0145396 0.0211068 0.00082207 5.6548e-05
65.2 0.770727 0.00101616 3.67118 0.0142171 0.0209696 0.000764961 5.4465e-05
65.3 0.771207 0.00101616 3.67118 0.0141009 0.0217486 0.000786867 7.0315e-05
65.4 0.77166 0.00101616 3.67118 0.0142521 0.0211795 0.000766485 5.4638e-05
65.5 0.772093 0.00101616 3.67118 0.0141162 0.0212366 0.00075778 6.8311e-05
65.6 0.772533 0.00101616 3.67118 0.014121 0.0224138 0.00082901 5.6012e-05
65.7 0.77296 0.00101616 3.67118 0.0140647 0.020546 0.000754835 5.4736e-05
65.8 0.773407 0.00101616 3.67118 0.0138421 0.0197262 0.000757132 5.4651e-05
65.9 0.773833 0.00101616 3.67118 0.0141999 0.0201232 0.000749586 7.3594e-05
66 0.77428 0.00101616 3.67118 0.0138499 0.0201856 0.000775958 5.4552e-05
66.1 0.77476 0.00101616 3.67118 0.0139094 0.0202099 0.000754703 5.522e-05
66.2 0.775187 0.00101616 3.67118 0.0140966 0.0199542 0.00074265 5.4793e-05
66.3 0.775627 0.00101616 3.67118 0.0137875 0.019634 0.000763559 5.481e-05
66.4 0.776067 0.00101616 3.67118 0.0138049 0.0210868 0.00081373 5.5019e-05
66.5 0.77652 0.00101616 3.67118 0.0138376 0.0196023 0.000797819 6.7432e-05
66.6 0.776987 0.00101616 3.67118 0.0137693 0.0196744 0.000782095 5.5111e-05
66.7 0.7774 0.00101616 3.67118 0.0138114 0.0204038 0.000757546 5.4579e-05
66.8 0.77784 0.00101616 3.67118 0.0137123 0.0197681 0.000757538 5.5007e-05
66.9 0.77836 0.00101616 3.67118 0.0137634 0.0197281 0.000764896 5.4757e-05
67 0.7789 0.00101616 3.67118 0.0138406 0.0200339 0.000770803 5.4906e-05
67.1 0.779333 0.00101616 3.67118 0.0137233 0.0199369 0.000768717 5.4649e-05
67.2 0.779787 0.00101616 3.67118 0.0136799 0.02034 0.000791696 5.5184e-05
67.3 0.78028 0.00101616 3.67118 0.0138137 0.0198061 0.000753282 5.5457e-05
67.4 0.780733 0.00101616 3.67118 0.0137084 0.0198797 0.000754255 5.4145e-05
67.5 0.7811 0.00101616 3.67118 0.0136569 0.0211332 0.000761445 5.4259e-05
67.6 0.781547 0.00101616 3.67118 0.0137468 0.0197233 0.000752513 5.4395e-05
67.7 0.78202 0.00101616 3.67118 0.0137879 0.0196058 0.000749427 5.4299e-05
67.8 0.782427 0.00101616 3.67118 0.0137494 0.0201834 0.000779771 5.4389e-05
67.9 0.78292 0.00101616 3.67118 0.0137093 0.0196701 0.000781873 5.5659e-05
68 0.78336 0.00101616 3.67118 0.0136214 0.0197708 0.0007812 5.4824e-05
68.1 0.783847 0.00101616 3.67118 0.0137851 0.0198622 0.000766268 5.4136e-05
68.2 0.784313 0.00101616 3.67118 0.0135659 0.0193962 0.000810002 5.4473e-05
68.3 0.784827 0.00101616 3.67118 0.0135974 0.0205067 0.000781913 5.4857e-05
68.4 0.785253 0.00101616 3.67118 0.0136076 0.0196268 0.000748997 5.5333e-05
68.5 0.785707 0.00101616 3.67118 0.0135552 0.0195765 0.000754015 5.4847e-05
68.6 0.7861 0.00101616 3.67118 0.0135434 0.0216895 0.000793516 5.4795e-05
68.7 0.78654 0.00101616 3.67118 0.0135177 0.0192899 0.000774711 5.4424e-05
68.8 0.787 0.00101616 3.67118 0.0134669 0.0195529 0.000752932 5.4463e-05
68.9 0.78746 0.00101616 3.67118 0.0136163 0.0207312 0.000786602 5.4861e-05
69 0.787867 0.00101616 3.67118 0.013533 0.020027 0.000784626 5.461e-05
69.1 0.78826 0.00101616 3.67118 0.0134536 0.0195275 0.000777597 5.5046e-05
69.2 0.7887 0.00101616 3.67118 0.0138063 0.0201549 0.00077324 5.494e-05
69.3 0.789193 0.00101616 3.67118 0.0134745 0.0198038 0.00074839 5.5287e-05
69.4 0.789653 0.00101616 3.67118 0.0134416 0.0199654 0.00079732 5.6402e-05
69.5 0.79012 0.00101616 3.67118 0.0135993 0.0198323 0.000779602 5.5305e-05
69.6 0.79056 0.00101616 3.67118 0.0134094 0.0193294 0.000750626 5.4612e-05
69.7 0.79098 0.00101616 3.67118 0.0133658 0.0209026 0.000752169 5.5255e-05
69.8 0.791387 0.00101616 3.67118 0.0135023 0.0202011 0.00075449 5.4466e-05
69.9 0.791833 0.00101616 3.67118 0.0133726 0.0196264 0.000745608 5.5174e-05
70 0.792273 0.00101616 3.67118 0.0133752 0.0211054 0.000765711 5.4848e-05
70.1 0.79276 0.00101616 3.67118 0.0134288 0.0195858 0.000768258 5.4964e-05
70.2 0.793193 0.00101616 3.67118 0.0133009 0.019361 0.000749126 5.5127e-05
70.3 0.79368 0.00101616 3.67118 0.0135182 0.0200444 0.000748404 5.4568e-05
70.4 0.794147 0.00101616 3.67118 0.0132552 0.0192121 0.00076337 5.4644e-05
70.5 0.794607 0.00101616 3.67118 0.013266 0.0194797 0.00074447 5.4551e-05
70.6 0.79502 0.00101616 3.67118 0.0134875 0.0197456 0.000773792 5.4805e-05
70.7 0.79544 0.00101616 3.67118 0.0132613 0.0193046 0.000748832 5.3818e-05
70.8 0.79592 0.00101616 3.67118 0.0132728 0.0203237 0.000750303 5.4489e-05
70.9 0.796413 0.00101616 3.67118 0.0132965 0.0194927 0.000762598 5.4658e-05
71 0.796887 0.00101616 3.67118 0.0133025 0.0194646 0.000740764 5.4776e-05
71.1 0.797333 0.00101616 3.67118 0.0131727 0.0206814 0.000756834 5.4682e-05
71.2 0.79776 0.00101616 3.67118 0.0132186 0.0192674 0.000755536 5.4568e-05
71.3 0.79822 0.00101616 3.67118 0.0131784 0.0193 0.000784139 5.4592e-05
71.4 0.798693 0.00101616 3.67118 0.0131463 0.0220602 0.000749944 5.4047e-05
71.5 0.79912 0.00101616 3.67118 0.013173 0.0193137 0.00074463 5.4198e-05
71.6 0.799553 0.00101616 3.67118 0.013163 0.0194212 0.000766416 5.4609e-05
71.7 0.799987 0.00101616 3.67118 0.0133502 0.0201752 0.000763029 5.4443e-05
71.8 0.800407 0.00101616 3.67118 0.0132007 0.0196233 0.000809464 5.5001e-05
71.9 0.800847 0.00101616 3.67118 0.0131831 0.0194553 0.00078308 5.4307e-05
72 0.80128 0.00101616 3.67118 0.0133533 0.0196184 0.000761336 5.9706e-05
72.1 0.801713 0.00101616 3.67118 0.0131512 0.0193671 0.000738934 5.7032e-05
72.2 0.802147 0.00101616 3.67118 0.0130552 0.0201321 0.000770907 5.4639e-05
72.3 0.80252 0.00101616 3.67118 0.0131986 0.0199329 0.000757351 5.4438e-05
72.4 0.802947 0.00101616 3.67118 0.0130334 0.0192124 0.000778423 5.4432e-05
72.5 0.80344 0.00101616 3.67118 0.0130758 0.0209252 0.000760599 5.5026e-05
72.6 0.8039 0.00101616 3.67118 0.0130716 0.0193879 0.000757573 5.4484e-05
72.7 0.80432 0.00101616 3.67118 0.0129904 0.0193423 0.000745238 5.4194e-05
72.8 0.804773 0.00101616 3.67118 0.0129861 0.0210871 0.000777417 5.505e-05
72.9 0.805213 0.00101616 3.67118 0.0130054 0.0194436 0.00075845 5.4548e-05
73 0.805727 0.00101616 3.67118 0.0129958 0.0192833 0.000764691 5.4092e-05
73.1 0.80618 0.00101616 3.67118 0.0131394 0.0198709 0.000813981 5.4912e-05
73.2 0.806647 0.00101616 3.67118 0.0130681 0.0194767 0.000791678 5.3969e-05
73.3 0.8071 0.00101616 3.67118 0.0130618 0.0191687 0.000748003 5.453e-05
73.4 0.807573 0.00101616 3.67118 0.0132151 0.0198858 0.0007522 5.4301e-05
73.5 0.80802 0.00101616 3.67118 0.0130421 0.0191505 0.000749766 5.5195e-05
73.6 0.808413 0.00101616 3.67118 0.0130799 0.0193469 0.000760061 5.633e-05
73.7 0.80884 0.00101616 3.67118 0.0131584 0.0193987 0.000754513 5.4173e-05
73.8 0.80928 0.00101616 3.67118 0.0128653 0.0192271 0.000764954 5.4966e-05
73.9 0.8097 0.00101616 3.67118 0.0128468 0.0201312 0.000751534 5.3646e-05
74 0.810073 0.00101616 3.67118 0.0128632 0.0192784 0.000769658 5.4666e-05
74.1 0.810493 0.00101616 3.67118 0.012862 0.0191754 0.000781233 5.4796e-05
74.2 0.810987 0.00101616 3.67118 0.0130211 0.021595 0.000746337 5.4337e-05
74.3 0.811427 0.00101616 3.67118 0.0128863 0.0193392 0.0007555 5.5357e-05
74.4 0.811867 0.00101616 3.67118 0.0128249 0.0193473 0.000862927 6.7799e-05
74.5 0.812327 0.00101616 3.67118 0.0128017 0.0214427 0.000756504 5.4702e-05
74.6 0.812753 0.00101616 3.67118 0.0128093 0.0193029 0.00078007 5.4733e-05
74.7 0.813133 0.00101616 3.67118 0.0127377 0.0202408 0.000781804 5.422e-05
74.8 0.81356 0.00101616 3.67118 0.0129092 0.0201536 0.000756861 5.3784e-05
74.9 0.814053 0.00101616 3.67118 0.0127626 0.0192557 0.000764356 5.4949e-05
75 0.8145 0.00101616 3.67118 0.0127481 0.0192068 0.000763652 5.4165e-05
75.1 0.814947 0.00101616 3.67118 0.0129047 0.0196721 0.000810456 5.415e-05
75.2 0.8154 0.00101616 3.67118 0.0127526 0.0191884 0.000754796 5.4899e-05
75.3 0.81584 0.00101616 3.67118 0.0127007 0.0193223 0.000762027 5.4053e-05
75.4 0.816273 0.00101616 3.67118 0.0133954 0.0252921 0.000776237 5.824e-05
75.5 0.816667 0.00101616 3.67118 0.0131864 0.0209482 0.000751871 5.5078e-05
75.6 0.817033 0.00101616 3.67118 0.0128368 0.0206277 0.000756727 5.4879e-05
75.7 0.817427 0.00101616 3.67118 0.0127621 0.0190537 0.000754208 5.4128e-05
75.8 0.81782 0.00101616 3.67118 0.0126626 0.0194424 0.000770155 5.4074e-05
75.9 0.81824 0.00101616 3.67118 0.0126161 0.0207359 0.000750874 5.4475e-05
76 0.818593 0.00101616 3.67118 0.0125724 0.0191287 0.000801629 5.4418e-05
76.1 0.819007 0.00101616 3.67118 0.0126596 0.019205 0.000800338 5.4107e-05
76.2 0.819473 0.00101616 3.67118 0.0126248 0.0200376 0.000766274 5.4019e-05
76.3 0.819873 0.00101616 3.67118 0.0126742 0.0192841 0.000810488 5.4583e-05
76.4 0.820287 0.00101616 3.67118 0.0126122 0.0191877 0.00076148 5.4524e-05
76.5 0.820693 0.00101616 3.67118 0.0126676 0.0196274 0.000793247 5.421e-05
76.6 0.821113 0.00101616 3.67118 0.0125358 0.0194449 0.000761695 5.4164e-05
76.7 0.821513 0.00101616 3.67118 0.0125534 0.0190046 0.000766342 5.415e-05
76.8 0.82194 0.00101616 3.67118 0.012717 0.0194257 0.000762307 5.4727e-05
76.9 0.82236 0.00101616 3.67118 0.0125564 0.0193734 0.000768203 5.4342e-05
77 0.82276 0.00101616 3.67118 0.0125284 0.0191598 0.000759082 5.5292e-05
77.1 0.82324 0.00101616 3.67118 0.0128357 0.0194854 0.00075014 5.4473e-05
77.2 0.8236 0.00101616 3.67118 0.0124542 0.0196213 0.000748287 5.5207e-05
77.3 0.824007 0.00101616 3.67118 0.0126217 0.0211214 0.000770344 8.1922e-05
77.4 0.824353 0.00101616 3.67118 0.0127911 0.0206417 0.000815224 5.6904e-05
77.5 0.82476 0.00101616 3.67118 0.0126205 0.0196275 0.000766829 5.4446e-05
77.6 0.825207 0.00101616 3.67118 0.0124055 0.0202183 0.000758795 5.4478e-05
77.7 0.825667 0.00101616 3.67118 0.0124608 0.0192292 0.000747002 5.4709e-05
77.8 0.826047 0.00101616 3.67118 0.012499 0.0195006 0.000812767 5.4723e-05
77.9 0.826473 0.00101616 3.67118 0.0124013 0.020473 0.000772082 5.4333e-05
78 0.826873 0.00101616 3.67118 0.0124266 0.0190529 0.000797983 5.4727e-05
78.1 0.827287 0.00101616 3.67118 0.0124599 0.0192005 0.000762188 5.389e-05
78.2 0.827653 0.00101616 3.67118 0.0123366 0.0209043 0.000817613 5.4758e-05
78.3 0.828033 0.00101616 3.67118 0.0123759 0.0194237 0.000769855 5.4828e-05
78.4 0.828427 0.00101616 3.67118 0.0123338 0.0191114 0.000749028 5.4808e-05
78.5 0.828853 0.00101616 3.67118 0.0125043 0.0197596 0.000833202 5.5765e-05
78.6 0.82926 0.00101616 3.67118 0.0125014 0.0203151 0.000792944 5.3952e-05
78.7 0.82968 0.00101616 3.67118 0.0125722 0.019237 0.000766255 5.4748e-05
78.8 0.83008 0.00101616 3.67118 0.0126824 0.0203196 0.000766525 5.4878e-05
78.9 0.830513 0.00101616 3.67118 0.0123577 0.0202595 0.000783768 5.4843e-05
79 0.830893 0.00101616 3.67118 0.012488 0.0207503 0.000796223 5.549e-05
79.1 0.831307 0.00101616 3.67118 0.0125145 0.0209175 0.000759703 5.4898e-05
79.2 0.831667 0.00101616 3.67118 0.0124467 0.0208627 0.000781832 5.3826e-05
79.3 0.832047 0.00101616 3.67118 0.0123144 0.0214187 0.000754298 5.4226e-05
79.4 0.832493 0.00101616 3.67118 0.0122881 0.0207651 0.000790935 5.4518e-05
79.5 0.8329 0.00101616 3.67118 0.0123354 0.0200148 0.000785938 5.4864e-05
79.6 0.833353 0.00101616 3.67118 0.0121215 0.0203573 0.000758099 5.4125e-05
79.7 0.833753 0.00101616 3.67118 0.0123228 0.0194825 0.000769378 5.448e-05
79.8 0.83418 0.00101616 3.67118 0.012137 0.0190838 0.00076446 5.3735e-05
79.9 0.83462 0.00101616 3.67118 0.0121476 0.0216034 0.000745718 5.5427e-05
80 0.834993 0.00101616 3.67118 0.0122308 0.0197763 0.000766391 5.4276e-05
80.1 0.83546 0.00101616 3.67118 0.012236 0.019938 0.000792024 5.4097e-05
80.2 0.835913 0.00101616 3.67118 0.0121969 0.0200687 0.000756683 5.4568e-05
80.3 0.836307 0.00101616 3.67118 0.0120691 0.0196749 0.000762481 5.4301e-05
80.4 0.836713 0.00101616 3.67118 0.0120937 0.0193088 0.000801231 5.4064e-05
80.5 0.83714 0.00101616 3.67118 0.0122503 0.0200124 0.000807114 5.4128e-05
80.6 0.83756 0.00101616 3.67118 0.012088 0.0197678 0.000832476 5.3985e-05
80.7 0.837973 0.00101616 3.67118 0.0120652 0.0200809 0.000833236 5.5053e-05
80.8 0.838367 0.00101616 3.67118 0.0123904 0.0204092 0.000809927 5.3756e-05
80.9 0.8388 0.00101616 3.67118 0.0120362 0.0193012 0.000810019 5.444e-05
81 0.839153 0.00101616 3.67118 0.0120406 0.0194438 0.000829224 5.4557e-05
81.1 0.839567 0.00101616 3.67118 0.0121501 0.0197273 0.000874854 5.4688e-05
81.2 0.839993 0.00101616 3.67118 0.0120655 0.0195499 0.000788636 5.5247e-05
81.3 0.8404 0.00101616 3.67118 0.0119765 0.0194584 0.000786947 5.6532e-05
81.4 0.840807 0.00101616 3.67118 0.0120695 0.0196404 0.000747612 5.4582e-05
81.5 0.841193 0.00101616 3.67118 0.0120608 0.0196174 0.00076849 5.5471e-05
81.6 0.841607 0.00101616 3.67118 0.0119648 0.0203739 0.000750667 5.4305e-05
81.7 0.842067 0.00101616 3.67118 0.0120093 0.019362 0.000786591 5.4891e-05
81.8 0.842453 0.00101616 3.67118 0.0119202 0.0195314 0.0007534 5.4196e-05
81.9 0.842847 0.00101616 3.67118 0.0118459 0.0203097 0.000816915 5.3921e-05
82 0.84324 0.00101616 3.67118 0.0119263 0.019812 0.000754083 5.4716e-05
82.1 0.843647 0.00101616 3.67118 0.011875 0.0196277 0.000767596 5.4889e-05
82.2 0.844027 0.00101616 3.67118 0.0118888 0.0208279 0.000741595 5.4962e-05
82.3 0.844387 0.00101616 3.67118 0.0119403 0.0199077 0.000753154 5.5e-05
82.4 0.8448 0.00101616 3.67118 0.0118587 0.0194041 0.000804474 5.435e-05
82.5 0.84522 0.00101616 3.67118 0.0118283 0.020937 0.00076245 5.4335e-05
82.6 0.845593 0.00101616 3.67118 0.0118735 0.0200365 0.000741726 7.9646e-05
82.7 0.845967 0.00101616 3.67118 0.0118549 0.0195027 0.000767901 5.4274e-05
82.8 0.846367 0.00101616 3.67118 0.0117662 0.0218882 0.000805085 5.5973e-05
82.9 0.846793 0.00101616 3.67118 0.0117903 0.0198863 0.000760408 5.4257e-05
83 0.84726 0.00101616 3.67118 0.01187 0.0195286 0.000783152 5.4605e-05
83.1 0.847673 0.00101616 3.67118 0.0118951 0.0202345 0.000784498 5.5355e-05
83.2 0.848067 0.00101616 3.67118 0.0117949 0.0199967 0.00079194 5.5583e-05
83.3 0.84846 0.00101616 3.67118 0.0117826 0.0194116 0.000793236 5.5245e-05
83.4 0.848873 0.00101616 3.67118 0.011948 0.0201938 0.000790772 5.3781e-05
83.5 0.84928 0.00101616 3.67118 0.0117722 0.0196201 0.00081761 5.4608e-05
83.6 0.849633 0.00101616 3.67118 0.0118044 0.0197352 0.000790098 5.4433e-05
83.7 0.8501 0.00101616 3.67118 0.0119604 0.0200433 0.000785677 5.4306e-05
83.8 0.850527 0.00101616 3.67118 0.0116967 0.0197161 0.000790075 5.5052e-05
83.9 0.85098 0.00101616 3.67118 0.0116413 0.0196653 0.000774313 5.4891e-05
84 0.85142 0.00101616 3.67118 0.0118574 0.0202031 0.000827354 5.4279e-05
84.1 0.851807 0.00101616 3.67118 0.0117433 0.0195963 0.000817752 5.3918e-05
84.2 0.852207 0.00101616 3.67118 0.0116154 0.0197445 0.000790893 5.5953e-05
84.3 0.8526 0.00101616 3.67118 0.0117687 0.020499 0.000844619 5.4034e-05
84.4 0.853007 0.00101616 3.67118 0.0116575 0.019636 0.000778515 5.5199e-05
84.5 0.853433 0.00101616 3.67118 0.011523 0.0203405 0.000790212 5.457e-05
84.6 0.853847 0.00101616 3.67118 0.0117249 0.020131 0.000775809 5.494e-05
84.7 0.854287 0.00101616 3.67118 0.0115536 0.0194525 0.000783751 5.4746e-05
84.8 0.854713 0.00101616 3.67118 0.0114923 0.0205478 0.000894907 5.5245e-05
84.9 0.85512 0.00101616 3.67118 0.0115745 0.0199988 0.000783739 5.4876e-05
85 0.855527 0.00101616 3.67118 0.0116614 0.0193226 0.000808316 5.5011e-05
85.1 0.856007 0.00101616 3.67118 0.0115035 0.0207176 0.000771801 5.4637e-05
85.2 0.856427 0.00101616 3.67118 0.0114975 0.0197976 0.000779837 5.5263e-05
85.3 0.856833 0.00101616 3.67118 0.0115906 0.0195188 0.000768811 5.5076e-05
85.4 0.857273 0.00101616 3.67118 0.0114705 0.0206831 0.000784551 5.4003e-05
85.5 0.857707 0.00101616 3.67118 0.0114679 0.0196539 0.000820527 5.4591e-05
85.6 0.85802 0.00101616 3.67118 0.0114988 0.0193214 0.000781625 5.429e-05
85.7 0.858487 0.00101616 3.67118 0.0114268 0.0218932 0.000778913 5.4502e-05
85.8 0.858893 0.00101616 3.67118 0.0115248 0.0195809 0.000817014 5.5067e-05
85.9 0.859313 0.00101616 3.67118 0.0114593 0.0194003 0.000781971 5.4641e-05
86 0.859747 0.00101616 3.67118 0.0113896 0.0210396 0.000805554 5.48e-05
86.1 0.86024 0.00101616 3.67118 0.0114048 0.0195511 0.000769446 5.4643e-05
86.2 0.860673 0.00101616 3.67118 0.0113578 0.0191569 0.000790802 5.4198e-05
86.3 0.861087 0.00101616 3.67118 0.0113038 0.0206562 0.00078663 5.4577e-05
86.4 0.86152 0.00101616 3.67118 0.0114157 0.0194703 0.000798264 5.5197e-05
86.5 0.86192 0.00101616 3.67118 0.0112858 0.0192539 0.00079431 5.5132e-05
86.6 0.86234 0.00101616 3.67118 0.0113508 0.0201923 0.000895373 5.4652e-05
86.7 0.86274 0.00101616 3.67118 0.0113541 0.0193492 0.000801863 5.5252e-05
86.8 0.863113 0.00101616 3.67118 0.0112986 0.0192688 0.000779104 5.4101e-05
86.9 0.863507 0.00101616 3.67118 0.0113791 0.0199088 0.000791791 5.4303e-05
87 0.86398 0.00101616 3.67118 0.0113917 0.0194823 0.000784181 5.5124e-05
87.1 0.8644 0.00101616 3.67118 0.0112672 0.0190689 0.000807773 5.4233e-05
87.2 0.864867 0.00101616 3.67118 0.0113385 0.0197429 0.000799492 5.3703e-05
87.3 0.865247 0.00101616 3.67118 0.0112281 0.0189925 0.000789442 5.4122e-05
87.4 0.865713 0.00101616 3.67118 0.011235 0.0190104 0.000799942 5.4271e-05
87.5 0.866087 0.00101616 3.67118 0.0112598 0.019986 0.000781423 5.4122e-05
87.6 0.866473 0.00101616 3.67118 0.0112942 0.0191433 0.000821637 5.3913e-05
87.7 0.866887 0.00101616 3.67118 0.0112196 0.0189597 0.00078453 5.4003e-05
87.8 0.86728 0.00101616 3.67118 0.0113125 0.0197361 0.000781488 5.4601e-05
87.9 0.867687 0.00101616 3.67118 0.0113755 0.020153 0.000810179 5.4313e-05
88 0.868133 0.00101616 3.67118 0.0112957 0.0203257 0.00078495 5.3963e-05
88.1 0.868547 0.00101616 3.67118 0.0114578 0.0207784 0.000788245 5.4149e-05
88.2 0.86894 0.00101616 3.67118 0.0113758 0.021479 0.000804606 5.5909e-05
88.3 0.86936 0.00101616 3.67118 0.0117648 0.0214793 0.000818522 5.6426e-05
88.4 0.869733 0.00101616 3.67118 0.0116747 0.0217116 0.000802347 5.5621e-05
88.5 0.87016 0.00101616 3.67118 0.0116764 0.0211994 0.000926392 5.6362e-05
88.6 0.870587 0.00101616 3.67118 0.0114424 0.0206808 0.000822471 5.6248e-05
88.7 0.871027 0.00101616 3.67118 0.0114001 0.0196794 0.000783817 5.462e-05
88.8 0.871453 0.00101616 3.67118 0.0112498 0.019187 0.00077737 5.3907e-05
88.9 0.871887 0.00101616 3.67118 0.0113357 0.0207523 0.00088122 5.5399e-05
89 0.872347 0.00101616 3.67118 0.0112704 0.0202165 0.000803699 5.3667e-05
89.1 0.8728 0.00101616 3.67118 0.0113185 0.0269498 0.000882919 5.573e-05
89.2 0.873187 0.00101616 3.67118 0.0114387 0.0229704 0.000813299 5.6838e-05
89.3 0.8736 0.00101616 3.67118 0.011465 0.0219676 0.00081381 5.5452e-05
89.4 0.873987 0.00101616 3.67118 0.0116632 0.0208347 0.0008136 5.5109e-05
89.5 0.874487 0.00101616 3.67118 0.0115477 0.0203276 0.000841521 5.5448e-05
89.6 0.874933 0.00101616 3.67118 0.0111344 0.0187207 0.000785361 5.4e-05
89.7 0.875327 0.00101616 3.67118 0.0109598 0.0185067 0.000772589 5.4272e-05
89.8 0.875733 0.00101616 3.67118 0.0113251 0.0203795 0.000781806 5.433e-05
89.9 0.876193 0.00101616 3.67118 0.0112024 0.020441 0.000801622 5.3759e-05
90 0.876653 0.00101616 3.67118 0.0112206 0.0201714 0.000840599 5.542e-05
90.1 0.8771 0.00101616 3.67118 0.0113353 0.0203688 0.000798468 5.5065e-05
90.2 0.877527 0.00101616 3.67118 0.0112522 0.0197572 0.000799722 5.586e-05
90.3 0.87798 0.00101616 3.67118 0.0112115 0.0199542 0.000816981 5.4851e-05
90.4 0.878407 0.00101616 3.67118 0.0113721 0.0223744 0.000799077 5.4031e-05
90.5 0.87886 0.00101616 3.67118 0.0109206 0.0179466 0.00079424 5.4033e-05
90.6 0.87936 0.00101616 3.67118 0.0113874 0.0188437 0.000785996 5.4251e-05
90.7 0.879933 0.00101616 3.67118 0.0110045 0.018492 0.000791459 5.3882e-05
90.8 0.880387 0.00101616 3.67118 0.0108225 0.0179776 0.000781488 5.4457e-05
90.9 0.880813 0.00101616 3.67118 0.0108342 0.0183074 0.00087166 5.4226e-05
91 0.881327 0.00101616 3.67118 0.0111903 0.0201048 0.000827093 5.4669e-05
91.1 0.88188 0.00101616 3.67118 0.0112345 0.0244859 0.000830601 5.9243e-05
91.2 0.88234 0.00101616 3.67118 0.0110315 0.020168 0.000893368 5.5875e-05
91.3 0.882833 0.00101616 3.67118 0.0113491 0.0197175 0.00083743 5.5974e-05
91.4 0.883327 0.00101616 3.67118 0.0111752 0.0198066 0.00080544 5.5151e-05
91.5 0.883827 0.00101616 3.67118 0.011095 0.0191521 0.000837164 5.5119e-05
91.6 0.88438 0.00101616 3.67118 0.0111703 0.0197212 0.000803713 5.5558e-05
91.7 0.884893 0.00101616 3.67118 0.0111783 0.0184933 0.000809668 5.4817e-05
